"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1996240446104985731","Wed Dec 03 21:48:41 +0000 2025","0","@CakKhum Satu lagi mentri laknatullah alaih... Urusan BBM etanol korupsi tambang pertamina semuanya bersumber dari orang ini...","1996335807859417533","","CakKhum","in","","0","0","0","https://x.com/undefined/status/1996335807859417533","2301246163",
"1995283979457675712","Mon Dec 01 19:18:34 +0000 2025","0","@hanyarbabini @anunemouse @jimans_ yakin pertamina hanya 10 persen etanol ?","1995573254900383865","","hanyarbabini","in","","0","0","0","https://x.com/undefined/status/1995573254900383865","1736426933842509824",
"1995473166831960494","Mon Dec 01 12:40:51 +0000 2025","0","Udah di oplos Ada etanol Harga naik Dan pertamina tetap rugi Benar benar luar angkasa bobroknya","1995473166831960494","","","in","","0","0","0","https://x.com/undefined/status/1995473166831960494","349078752",
"1994680865730040278","Sun Nov 30 03:18:51 +0000 2025","0","@susno2g @Danantara_ri @riekediahp @pertamina @KementerianESDM @tribunnews @mohmahfudmd @KompasTV @Metro_TV @KPK_RI Ubah sampah jadi etanol TPA2 harus didaur ulang","1994969346092028017","","susno2g","in","","0","0","0","https://x.com/undefined/status/1994969346092028017","885973934125875200",
"1994965590101066084","Sun Nov 30 03:03:56 +0000 2025","0","Tertibkan dong @pertamina jangan rusuh etanol aja","1994965590101066084","","","in","","0","0","0","https://x.com/undefined/status/1994965590101066084","165707993",
"1994334324217532628","Fri Nov 28 09:15:30 +0000 2025","0","Rieke Diah Pitaloka mengkritik impor etanol oleh Pertamina. Jika produksi nasional mampu memasok mengapa tidak dimanfaatkan? #dprri #pdiperjuangan #fraksipdiperjuangan https://t.co/32ro5iujzM","1994334324217532628","https://pbs.twimg.com/amplify_video_thumb/1994334231271768064/img/BaD3TK0ah__HF3KA.jpg","","in","","0","0","0","https://x.com/undefined/status/1994334324217532628","1939889612971028480",
"1992507657987801545","Fri Nov 28 12:05:21 +0000 2025","0","@Jul3Prikitiw huh. gua. feromonnya. Pertamina. Etanol. Ron. 98. mau. adu?","1994377066477928885","","Jul3Prikitiw","in","","0","1","0","https://x.com/undefined/status/1994377066477928885","1880121923784597504",
"1994728496288207231","Sat Nov 29 11:21:48 +0000 2025","0","Pertamina Bidik Peluang dari Etanol: 70 Persen Lebih Murah dari Bensin https://t.co/0IMC8y4uU9","1994728496288207231","","","in","","0","0","0","https://x.com/undefined/status/1994728496288207231","2728984603",
"1993848865565626626","Thu Nov 27 10:48:39 +0000 2025","0","@susno2g @Kemenperin_RI @kementan @KementerianESDM @pertamina @BobibosBBN @Danantara_ri @detikcom @KompasTV @tempodotco BBM Nabati etanol gak memungkinkan digunakan murni (100%) BBM Nabati bisa digunakan murni sudah masuk kategori butanol / pentanol. Produksi butanol / pentanol masih sangat langka dan mahal.","1993995378082107603","","susno2g","in","","0","0","0","https://x.com/undefined/status/1993995378082107603","61291893",
"1993975232538005529","Thu Nov 27 09:28:36 +0000 2025","0","Rieke Diah Pitaloka mempertanyakan kesiapan Pertamina menyerap etanol lokal. Jangan sampai produksi jalan tapi serapan nol impor malah tetap tinggi #dprri #pdiperjuangan #fraksipdiperjuangan https://t.co/wX2fmR2lhk","1993975232538005529","https://pbs.twimg.com/amplify_video_thumb/1993975158944747526/img/5EXq_wyWktmDU1Ov.jpg","","in","","0","0","0","https://x.com/undefined/status/1993975232538005529","1939889612971028480",
"1993952937299857529","Thu Nov 27 08:00:00 +0000 2025","0","Top!!! Pertamina bidik peluang dari Etanol 70% lebih murah dari bensin minyak. #Pertamina #Etanol #BahanBakar #RamahLingkungan https://t.co/H7iOQohPHJ","1993952937299857529","https://pbs.twimg.com/media/G6u3AYGa4AAVCcc.jpg","","in","","0","0","0","https://x.com/undefined/status/1993952937299857529","1817863443774668801",
"1993893653505560831","Thu Nov 27 04:04:26 +0000 2025","0","Pertamina Bidik Peluang dari Etanol: 70 Persen Lebih Murah dari Bensin https://t.co/CpTTk41Ebo yuk disimak pemgalaman Brasil yg sukses dgn etanol sbg BBM","1993893653505560831","","","in","","0","0","0","https://x.com/undefined/status/1993893653505560831","1209644431",
"1993848865565626626","Thu Nov 27 01:13:55 +0000 2025","0","@susno2g @Kemenperin_RI @kementan @KementerianESDM @pertamina @BobibosBBN @Danantara_ri @detikcom @KompasTV @tempodotco BBM nabati itu etanol. Bukan penemuan baru. Tumbuhan yang di fermentasi lalu di suling itu penemuan lama.","1993850743598747888","","susno2g","in","","0","0","0","https://x.com/undefined/status/1993850743598747888","1867529416915791875",
"1993584676456550447","Wed Nov 26 07:36:40 +0000 2025","0","Pertamina menilai etanol 70 persen lebih murah dari bensin dan membuka peluang ekonomi baru serta energi ramah lingkungan https://t.co/zjBjw0yi72","1993584676456550447","","","in","","0","0","5","https://x.com/undefined/status/1993584676456550447","1545636853214507008",
"1993581259277451645","Wed Nov 26 07:23:05 +0000 2025","3","Pertamina Bidik Peluang dari Etanol: 70 Persen Lebih Murah dari Bensin https://t.co/oVZRPRbh19","1993581259277451645","","","in","","0","0","1","https://x.com/undefined/status/1993581259277451645","17128975",
"1993268914399461881","Tue Nov 25 12:58:06 +0000 2025","7","@innovacommunity oo ic yang mereka ga mau itu bbm etanol yg udah dicampur pertamina","1993303181749895268","","innovacommunity","in","","0","0","0","https://x.com/undefined/status/1993303181749895268","312655499",
"1992986592911216659","Mon Nov 24 17:17:02 +0000 2025","0","@tanyakanrl 1st cleanser : minyak telon fw : bimoli 12 liter exfo : pertalite ( pertamina ) toner : etanol serum / ampul : kampas oli moist : minyak rem ss : zambuk oil vera semoga bermanfaat","1993005952724062333","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1993005952724062333","1734600008815808512",
"1992507657987801545","Mon Nov 24 07:18:55 +0000 2025","0","@halliintar gua. etanol pertamina RON 98 mudah ngegaet kamu.","1992855433242112263","","halliintar","in","","0","0","0","https://x.com/undefined/status/1992855433242112263","1880121923784597504",
"1992571975450116489","Sun Nov 23 12:32:33 +0000 2025","0","ga ada apa-apanya sih sama feromon gua etanol pertamina RON 98. yeah.","1992571975450116489","","","in","","0","0","0","https://x.com/undefined/status/1992571975450116489","1880121923784597504",
"1992559864523174225","Sun Nov 23 19:47:56 +0000 2025","0","@susno2g @pertamina @Kemenperin_RI @KementerianESDM @Danantara_ri @KompasTV @tribunnews @tvOneNews yg jd masalah itu etanol/alkohol pak.. byk kendaraan tidak cocok u/ etanol.. etanol itu bahan dasarnya air.. air itu menyebabkan karat (apalg kadarnya tdk mendekati 100%) karet alami tdk tahan dg etanol tkg reparasi elektronik paham etanol meninggalkan bercak putih dll..","1992681542829953131","","susno2g","in","","0","2","0","https://x.com/undefined/status/1992681542829953131","1941790111139860480",
