Review id,Username,Rating,Review text,Date
eb54a202-65d5-497f-bcd5-2aaef78905ae,Pengguna Google,5,keren sekali,2025-12-30 21:04:51
acacd759-d766-48bc-95a4-ec5e7e54443b,Pengguna Google,5,fitur dana cicil tidak bisa di akses padahal syarat sudah memenuhi semua,2025-12-30 21:04:47
0d6208ff-16a0-40fe-8568-6bf8cc8d5ef6,Pengguna Google,5,sangat baik,2025-12-30 21:04:10
d1e8c879-6f6d-4a0d-bead-d41b6838c4de,Pengguna Google,4,"saya sempet kesel waktu itu, jadi saya beli paketan di dana 5gb 3 hari dan baru kepake buat nyalain api duolingo eh tbtb ga bisa di pake samsek paketan nya mana saldo tetep berkurang... bikin kesel aja. masa iya baru di pake buat ngerjain duolingo aja udah habis kan ga mungkin",2025-12-30 21:03:43
5fa08dbd-8ed2-4155-aa8e-1eb59eb2e181,Pengguna Google,4,"Belum menerima hasil,..",2025-12-30 21:03:14
5a4f50e9-6f6d-4093-94dd-9e5e809f9fef,Pengguna Google,5,membantu sekali.tks,2025-12-30 21:02:00
d7752404-8ae9-4080-ad00-197dd92dd906,Pengguna Google,1,"Beli paket kuota di Myim3 bayarnya pakai qris Dana,uang hilang 100 ribu kuota tdk masuk di hp. pengaduan Kedana macam bola pimpong dari subuh pengaduan sampe malam kerjax cm suruh kirim bukti transaksi bolak balik sampe capek kirim bukti transaksi tdk ada solusi. ujung²x pihak DANA suruh saya menghubungi sendiri pihak merchentx. pelayananx parah mikir lah berkali² kalau mau pake aplikasi ini yg minim solusi. ini bukan kejadian pertama tp sdh bbrpa kali 👎👎",2025-12-30 21:00:22
9f3ca596-8277-4d1f-9b0f-f0a85f9cd9ed,Pengguna Google,5,semoga dana tetap menjaga ke amanan pengguna nya. terimakasih.,2025-12-30 20:59:08
f30750b7-474f-4322-9d0a-3e4c67abb584,Pengguna Google,5,"sangat bagus kakak, sangat membantu sekali",2025-12-30 20:53:49
32b9befc-2e90-4296-bf7e-f5e9cb72d9e5,Pengguna Google,5,sangat baik,2025-12-30 20:52:25
2e42094e-46e1-424e-bac9-de6269425abc,Pengguna Google,5,terimakasih aplikasi ini sangat membatu kita semuanya,2025-12-30 20:51:43
36b8459e-0e7d-43bc-99ee-cbed299dd3a2,Pengguna Google,5,top,2025-12-30 20:51:20
db78685d-a2a7-4bf7-a387-8d4cd474d35b,Pengguna Google,5,bagus,2025-12-30 20:50:32
4ade34ff-ff7d-4782-af74-30de13b8a3c3,Pengguna Google,5,🌹,2025-12-30 20:50:13
9d1a447e-eb03-4c99-9869-4d050eb370bd,Pengguna Google,4,baik,2025-12-30 20:49:12
e566d231-2dae-4597-b24c-cf1e846aa5e4,Pengguna Google,5,sangat bagus aplikasi ini buat transfer mantep poko nya,2025-12-30 20:48:54
5f46aee3-5acb-4d91-b3d8-68b1c3fee18e,Pengguna Google,5,mantap,2025-12-30 20:48:44
bf771103-6c1d-4533-98df-c15be24c3277,Pengguna Google,1,dana saya nyangkut saya transfer ke shopepay konfirmasi katanya masuk dari riwayatnya pun ada tapi di shopepay tidak masuk saya laporkan masalah ini malah lama banget balesnya mana jumlahnya banyak lagi jelek banget dana sekarang,2025-12-30 20:48:13
24203199-8535-4fa2-8165-26bd44d47c63,Pengguna Google,5,aplikasi dana is the best sangat membantu dalam bertransaksi,2025-12-30 20:46:41
03217b7c-9aca-49a5-bd38-00b416170259,Pengguna Google,5,bangus untuk transaksi sangat cepat,2025-12-30 20:45:33
5e6389da-663f-4872-bd5d-bf6c3b572399,Pengguna Google,5,"sengaja kasi 5 bintang, soalnya aku kapok dulu uang aku habis di bobol di dana",2025-12-30 20:44:31
c2ed9068-10bd-40b7-b316-d0e6266f6320,Pengguna Google,5,mantap,2025-12-30 20:44:17
60799be9-3a83-4e4a-b60c-77a77a49ce18,Pengguna Google,5,sangat membantu dlm keadaan terdesak,2025-12-30 20:42:14
00985d2f-2542-466f-97ee-8a05084922c3,Pengguna Google,4,bagus,2025-12-30 20:41:50
a227e9dc-2c86-4951-9450-cf6c33b1399b,Pengguna Google,5,sangat membantu,2025-12-30 20:41:02
129779ea-9da0-4a55-ba22-24428ba2bdde,Pengguna Google,5,hadeh sengaja bener kasih otp pdhl wa nomor dan kartu saya sudah tidak aktif tapi Masi dimintain otp herann juga,2025-12-30 20:39:46
8c5cc3e6-c6a5-4cc6-aeff-328148bbc39b,Pengguna Google,5,kerenn,2025-12-30 20:39:34
35927a1b-895e-4788-9bd2-f0241a0496c6,Pengguna Google,5,sanggat bermanfaat,2025-12-30 20:35:50
9503dd7a-7892-4187-a4a9-f8b89ebbda85,Pengguna Google,5,sangat puas,2025-12-30 20:33:34
fddf309b-3284-49e6-8f9d-0ee58f33da86,Pengguna Google,5,"sengaja kasih bintang 5 biar di baca,tolong bngt min inimah pdhl sblmnya saya sdh premium tpi skrng sdh ngga premium lagi,pas saya tanya ke diana mlh muter2 jwban ny,pdhl saldo ada di akun,transaksi jg sering,ini gmna ini min",2025-12-30 20:33:17
0b64a2b8-c4e3-4a8d-a448-323f8cf9160d,Pengguna Google,5,"aplikasi idiot mau buka akun sendri enggak bisa di blokir pas ad uangnya apk dajal, dompet digital cacat",2025-12-30 20:32:30
47597b06-e9c6-4662-9b6d-4044fa31481c,Pengguna Google,5,tolong dong email saya ga bisa digunakan lagi jadi pas mau login kode otp nya ga bisa masuk karna emailnya ga aktif sudah chat diana tidak ada pengaruhnya,2025-12-30 20:32:14
0275eb85-13ea-4684-a59c-bd9994f76e85,Pengguna Google,1,kenaapa aplikasima eror mulu saat minta otp,2025-12-30 20:31:09
2c48e890-e932-4560-b183-245ed8ee79e7,Pengguna Google,5,ok banget,2025-12-30 20:30:28
ba9ef6bd-e096-4a17-8244-a2cd0dda14dd,Pengguna Google,4,kaga bisa kebuka dana nya,2025-12-30 20:30:17
99dd0b99-f52d-4f1a-89ed-299a0e7c1af1,Pengguna Google,5,dengan Dana semua transaksi jadi mudah.,2025-12-30 20:29:51
cfc45869-e00d-4279-b157-6c50380e8662,Pengguna Google,4,sangat puas kasih bintang 4 keren,2025-12-30 20:29:39
dc5c138f-fe06-4025-953d-0cc1fa7492d5,Pengguna Google,5,👍,2025-12-30 20:28:26
20e269b6-5604-4adf-b08c-3aee95e0c2b0,Pengguna Google,1,ga jelas suka ngebug udh ada foto qris malah kaga ada pas mau tf,2025-12-30 20:27:05
